URL,Version,Status,OIDs,Name,Title,Description,Used
http://johnmoehrke.github.io/Emancipation/CodeSystem/AuthorizedCodes,0.1.0,active,"1.3.6.1.4.1.66281.17.16.1",AuthorizedCodes,Consent type that is indicating Emancipation.,"CodeSystem for Consent types indicating Emancipation",
